マンション名,都,区,区域,間取り,間取りDK,間取りK,間取りL,間取りS,築年数,建物高さ,階,専有面積,賃料+管理費,敷/礼,路線1,駅1,徒歩1,賃料,管理費,敷金,礼金
ＧＯＬＤ　ＦＯＲＥＳＴ　半蔵門（ゴールドフォレストハンゾウモン）,東京都,千代田区,麹町２,1,1,0,1,0,0,14,2,65,298500,572000,東京メトロ半蔵門線,半蔵門駅,2,286000,12500,286000,286000
アニモ九段,東京都,千代田区,九段北１,1,0,0,0,0,0,15,2,25,136000,0,東京メトロ東西線,九段下駅,1,128000,8000,0,0
エルスタンザ平河町,東京都,千代田区,平河町１,1,0,0,0,0,8,14,2,25,132000,122000,東京メトロ有楽町線,麹町駅,3,122000,10000,122000,0
東京メトロ有楽町線麹町駅地下1地上14階建築8年,東京都,千代田区,平河町１,1,0,0,0,0,8,14,2,25,132000,122000,東京メトロ有楽町線,麹町駅,3,122000,10000,122000,0
APEX秋葉原　エイペックス秋葉原,東京都,千代田区,外神田５,1,0,0,0,0,5,5,4,19,113000,107000,東京メトロ銀座線,末広町駅,3,107000,6000,107000,0
東京メトロ有楽町線麹町駅地下1地上15階建築18年,東京都,千代田区,麹町３,1,0,0,0,0,18,15,5,33,180000,330000,東京メトロ有楽町線,麹町駅,4,165000,15000,165000,165000
東京メトロ半蔵門線神保町駅13階建築20年,東京都,千代田区,神田錦町３,1,0,0,0,0,20,13,11,22,104500,94000,東京メトロ半蔵門線,神保町駅,6,94000,10500,0,94000
都営新宿線市ケ谷駅地下1地上9階建築9年,東京都,千代田区,九段北４,1,0,0,0,0,9,9,5,25,122000,236000,都営新宿線,市ケ谷駅,2,118000,4000,118000,118000
東京メトロ銀座線神田駅14階建築5年,東京都,千代田区,神田駿河台３,1,0,0,0,0,5,14,6,25,130000,244000,東京メトロ銀座線,神田駅,10,122000,8000,122000,122000
ＪＲ中央線神田駅地下1地上13階建築5年,東京都,千代田区,東神田１,1,0,0,0,0,5,13,5,27,129000,119000,ＪＲ中央線,神田駅,9,119000,10000,119000,0
ＪＲ中央線四ツ谷駅地下1地上15階建築19年,東京都,千代田区,二番町,1,1,0,1,0,19,15,6,43,195000,370000,ＪＲ中央線,四ツ谷駅,7,185000,10000,185000,185000
東京メトロ半蔵門線神保町駅14階建築4年,東京都,千代田区,神田神保町１,1,0,0,0,0,4,14,9,25,147000,135000,東京メトロ半蔵門線,神保町駅,4,135000,12000,135000,0
パークフロント淡路町,東京都,千代田区,神田淡路町２,1,0,0,0,0,10,10,7,25,141000,270000,ＪＲ中央線,御茶ノ水駅,5,135000,6000,135000,135000
ＪＲ山手線秋葉原駅9階建築8年,東京都,千代田区,外神田２,1,1,0,1,0,8,9,3,41,176500,170000,ＪＲ山手線,秋葉原駅,7,170000,6500,0,170000
トーシンフェニックス神田岩本町弐番館,東京都,千代田区,岩本町２,1,0,0,0,0,20,14,10,22,90000,50500,ＪＲ山手線,神田駅,6,81000,9000,10000,40500
ＪＲ山手線神田駅9階建築7年,東京都,千代田区,岩本町２,1,0,0,0,0,7,9,6,31,130000,120000,ＪＲ山手線,神田駅,10,120000,10000,0,120000
エルスタンザ神田須田町,東京都,千代田区,神田須田町１,1,1,0,0,0,4,12,7,29,160000,150000,ＪＲ山手線,神田駅,4,150000,10000,150000,0
東京メトロ有楽町線麹町駅地下3地上26階建築5年,東京都,千代田区,麹町３,1,1,0,1,0,5,26,4,50,283000,566000,東京メトロ有楽町線,麹町駅,1,283000,0,283000,283000
ザ千代田麹町タワー,東京都,千代田区,麹町３,1,1,0,1,0,5,23,4,50,298000,566000,東京メトロ有楽町線,麹町駅,1,283000,15000,283000,283000
アムス大手町,東京都,千代田区,内神田２,1,0,0,0,0,19,12,9,27,127000,240000,ＪＲ山手線,神田駅,4,120000,7000,120000,120000
パークホームズ千代田淡路町,東京都,千代田区,神田須田町１,1,0,0,0,0,5,12,2,25,130000,240000,東京メトロ丸ノ内線,淡路町駅,3,120000,10000,120000,120000
東京メトロ千代田線湯島駅12階建築21年,東京都,千代田区,外神田６,1,0,0,0,0,21,12,8,23,85000,78000,東京メトロ千代田線,湯島駅,4,78000,7000,0,78000
東京メトロ銀座線神田駅12階建築7年,東京都,千代田区,東神田２,1,0,0,0,0,7,12,2,25,100000,95000,東京メトロ銀座線,神田駅,12,95000,5000,0,95000
ＪＲ中央線御茶ノ水駅12階建築8年,東京都,千代田区,神田神保町１,1,0,0,0,0,8,12,2,25,111000,99000,ＪＲ中央線,御茶ノ水駅,8,99000,12000,0,99000
ガラ・ステージ神田神保町,東京都,千代田区,西神田２,1,0,0,0,0,22,11,2,23,97000,85000,ＪＲ中央線,水道橋駅,6,85000,12000,0,85000
ルフォンプログレ千代田御茶ノ水,東京都,千代田区,神田猿楽町２,1,1,0,0,0,0,14,6,25,145000,130000,ＪＲ中央線,水道橋駅,6,130000,15000,130000,0
ＪＲ総武線浅草橋駅12階建築3年,東京都,千代田区,東神田２,1,0,0,0,0,3,12,12,25,127500,0,ＪＲ総武線,浅草橋駅,5,117500,10000,0,0
東京メトロ東西線九段下駅地下1地上14階建築11年,東京都,千代田区,九段北１,1,0,0,0,0,11,14,2,26,125000,230000,東京メトロ東西線,九段下駅,2,115000,10000,115000,115000
リビオ東京,東京都,千代田区,東神田１,1,0,0,0,0,17,13,7,42,170000,320000,ＪＲ山手線,秋葉原駅,8,160000,10000,160000,160000
ＪＲ山手線神田駅地下1地上15階建築18年,東京都,千代田区,神田須田町２,1,0,0,0,0,18,15,5,23,120000,224000,ＪＲ山手線,神田駅,3,112000,8000,112000,112000
東京メトロ半蔵門線九段下駅13階建築6年,東京都,千代田区,九段北１,1,0,0,0,0,6,13,2,33,150000,150000,東京メトロ半蔵門線,九段下駅,3,150000,0,150000,0
エスティメゾン神田,東京都,千代田区,神田多町２,1,0,0,0,0,19,12,3,22,92000,164000,ＪＲ山手線,神田駅,4,82000,10000,82000,82000
スペランツァ日本橋,東京都,千代田区,鍛冶町１,1,0,0,0,0,3,12,3,21,116000,0,ＪＲ山手線,神田駅,5,105000,11000,0,0
東京メトロ日比谷線秋葉原駅13階建築16年,東京都,千代田区,岩本町２,1,0,0,0,0,16,13,10,22,107000,200000,東京メトロ日比谷線,秋葉原駅,6,100000,7000,100000,100000
東京メトロ半蔵門線神保町駅地下1地上6階建築21年,東京都,千代田区,神田小川町３,1,0,0,0,0,21,6,3,47,201000,374000,東京メトロ半蔵門線,神保町駅,4,187000,14000,374000,0
ハミルトンプレイス,東京都,千代田区,三番町,2,1,0,1,0,17,9,8,156,665000,1300000,東京メトロ東西線,九段下駅,9,650000,15000,650000,650000
都営新宿線岩本町駅15階建築18年,東京都,千代田区,岩本町３,1,0,0,0,0,18,15,11,26,104000,288000,都営新宿線,岩本町駅,2,96000,8000,96000,192000
東京メトロ東西線竹橋駅9階建築8年,東京都,千代田区,神田錦町２,1,0,0,0,0,8,9,3,25,126000,232000,東京メトロ東西線,竹橋駅,6,116000,10000,116000,116000
ＪＲ山手線神田駅9階建築5年,東京都,千代田区,神田富山町,1,0,0,0,0,5,9,2,24,131000,123000,ＪＲ山手線,神田駅,4,123000,8000,123000,0
トーシンフェニックス神田岩本町壱番館,東京都,千代田区,岩本町２,1,0,0,0,0,20,8,1,22,91500,81000,都営新宿線,岩本町駅,4,81000,10500,0,81000
ジェイファーストチヨダ,東京都,千代田区,外神田２,1,1,0,1,0,8,9,7,40,184500,178000,ＪＲ総武線,御茶ノ水駅,7,178000,6500,0,178000
東京メトロ銀座線神田駅9階建築18年,東京都,千代田区,神田須田町１,1,1,0,0,0,18,9,5,31,138000,128000,東京メトロ銀座線,神田駅,2,128000,10000,0,128000
ＪＲ総武線四ツ谷駅9階建築9年,東京都,千代田区,麹町５,1,0,0,0,0,9,9,2,25,130000,260000,ＪＲ総武線,四ツ谷駅,5,130000,0,130000,130000
都営新宿線小川町駅9階建築19年,東京都,千代田区,神田小川町３,1,0,0,0,0,19,9,2,23,106000,0,都営新宿線,小川町駅,2,99000,7000,0,0
ＪＲ中央線水道橋駅10階建築8年,東京都,千代田区,神田三崎町２,1,0,0,0,0,8,10,6,25,121000,109000,ＪＲ中央線,水道橋駅,2,109000,12000,0,109000
APPLERESIDENCE水道橋アップルレジデンス水道橋,東京都,千代田区,神田三崎町２,1,0,0,0,0,8,10,6,25,121000,109000,ＪＲ総武線,水道橋駅,2,109000,12000,0,109000
デュアレス千代田三崎町,東京都,千代田区,神田三崎町３,1,0,0,0,0,8,11,3,25,154500,144000,都営三田線,水道橋駅,10,144000,10500,0,144000
ＪＲ中央線水道橋駅11階建築8年,東京都,千代田区,神田三崎町３,1,0,0,0,0,8,11,3,25,154500,144000,ＪＲ中央線,水道橋駅,3,144000,10500,0,144000
東京メトロ日比谷線秋葉原駅12階建築7年,東京都,千代田区,東神田２,1,0,0,0,0,7,12,6,25,124000,118000,東京メトロ日比谷線,秋葉原駅,7,118000,6000,118000,0
東京メトロ銀座線神田駅12階建築6年,東京都,千代田区,神田司町２,1,0,0,0,0,6,12,2,25,112000,102000,東京メトロ銀座線,神田駅,5,102000,10000,0,102000
パークアクシス小伝馬町,東京都,千代田区,岩本町１,1,0,0,0,0,7,14,8,31,162000,151000,東京メトロ日比谷線,小伝馬町駅,3,151000,11000,151000,0
レジデンス東神田1-8,東京都,千代田区,東神田１,1,0,0,0,0,5,12,7,31,127000,234000,都営新宿線,岩本町駅,5,117000,10000,117000,117000
ボストーク・ネオ,東京都,千代田区,東神田２,1,0,0,0,0,7,12,2,25,100000,95000,都営新宿線,岩本町駅,5,95000,5000,0,95000
カーサスプレンディッド一番町,東京都,千代田区,一番町,1,0,0,0,0,5,13,5,27,150000,280000,東京メトロ半蔵門線,半蔵門駅,3,140000,10000,140000,140000
東京メトロ半蔵門線半蔵門駅13階建築5年,東京都,千代田区,一番町,1,0,0,0,0,5,13,5,27,150000,280000,東京メトロ半蔵門線,半蔵門駅,3,140000,10000,140000,140000
ＪＲ総武線水道橋駅11階建築22年,東京都,千代田区,西神田２,1,0,0,0,0,22,11,2,23,97000,85000,ＪＲ総武線,水道橋駅,6,85000,12000,0,85000
都営新宿線馬喰横山駅10階建築20年,東京都,千代田区,東神田１,1,0,0,0,0,20,10,2,23,92000,85000,都営新宿線,馬喰横山駅,3,85000,7000,85000,0
アイフェリーク神田,東京都,千代田区,神田紺屋町,1,0,0,0,0,18,13,11,22,90000,160000,都営新宿線,岩本町駅,5,80000,10000,80000,80000
GRANPASEO神田駅前,東京都,千代田区,神田須田町２,1,0,0,0,0,4,12,5,20,113000,0,ＪＲ山手線,秋葉原駅,6,98000,15000,0,0
アクサスジーベック秋葉原,東京都,千代田区,岩本町２,1,0,0,0,0,15,14,2,25,109000,89000,ＪＲ山手線,神田駅,10,89000,20000,0,89000
ＪＲ中央線御茶ノ水駅14階建築5年,東京都,千代田区,神田駿河台２,1,0,0,0,0,5,14,9,26,133000,246000,ＪＲ中央線,御茶ノ水駅,5,123000,10000,123000,123000
東京メトロ東西線飯田橋駅12階建築26年,東京都,千代田区,飯田橋２,1,0,0,0,0,26,12,1,22,88500,0,東京メトロ東西線,飯田橋駅,5,82500,6000,0,0
ガラ・ステージ御茶ノ水,東京都,千代田区,外神田２,1,0,0,0,0,19,13,3,22,96000,261000,ＪＲ中央線,御茶ノ水駅,5,87000,9000,87000,174000
東京メトロ丸ノ内線御茶ノ水駅13階建築19年,東京都,千代田区,外神田２,1,0,0,0,0,19,13,3,22,96000,217500,東京メトロ丸ノ内線,御茶ノ水駅,5,87000,9000,87000,130500
東京メトロ半蔵門線半蔵門駅7階建築22年,東京都,千代田区,麹町１,1,0,0,0,0,22,7,2,39,142000,264000,東京メトロ半蔵門線,半蔵門駅,1,132000,10000,132000,132000
パークウェル神田イースト弐番館,東京都,千代田区,東神田２,1,0,0,0,0,19,12,3,23,88000,76000,ＪＲ総武線,浅草橋駅,3,76000,12000,76000,0
ＪＲ山手線秋葉原駅12階建築19年,東京都,千代田区,東神田２,1,0,0,0,0,19,12,7,23,92000,158000,ＪＲ山手線,秋葉原駅,8,79000,13000,79000,79000
ＪＲ山手線秋葉原駅16階建築1年,東京都,千代田区,神田佐久間町４,1,0,0,0,0,1,16,5,25,135000,0,ＪＲ山手線,秋葉原駅,6,120000,15000,0,0
ＪＲ山手線神田駅10階建築22年,東京都,千代田区,内神田２,1,0,0,0,0,22,10,6,41,151000,274000,ＪＲ山手線,神田駅,3,137000,14000,137000,137000
東京メトロ丸ノ内線御茶ノ水駅13階建築3年,東京都,千代田区,外神田６,1,0,0,0,0,3,13,6,27,151000,141000,東京メトロ丸ノ内線,御茶ノ水駅,10,141000,10000,141000,0
クラッシィハウス大手町,東京都,千代田区,内神田１,1,0,0,0,0,0,16,3,28,150000,280000,東京メトロ千代田線,大手町駅,4,140000,10000,140000,140000
ＪＲ総武線四ツ谷駅10階建築11年,東京都,千代田区,麹町５,1,0,0,0,0,11,10,5,27,130000,260000,ＪＲ総武線,四ツ谷駅,5,130000,0,130000,130000
東京メトロ半蔵門線半蔵門駅14階建新築,東京都,千代田区,麹町２,1,1,0,1,0,0,14,2,65,298500,572000,東京メトロ半蔵門線,半蔵門駅,1,286000,12500,286000,286000
RESIDIA神田淡路町　【レジディア神田淡路町】,東京都,千代田区,神田淡路町２,1,0,0,0,0,8,12,3,27,131000,242000,ＪＲ山手線,秋葉原駅,8,121000,10000,121000,121000
ＪＲ山手線秋葉原駅9階建築21年,東京都,千代田区,神田須田町１,1,0,0,0,0,21,9,9,23,102000,187800,ＪＲ山手線,秋葉原駅,5,93900,8100,93900,93900
東京メトロ半蔵門線神保町駅9階建築21年,東京都,千代田区,神田錦町３,1,0,0,0,0,21,9,3,22,110000,100000,東京メトロ半蔵門線,神保町駅,6,100000,10000,0,100000
リバーレ秋葉原,東京都,千代田区,東神田２,1,0,0,0,0,17,13,5,21,99000,188000,ＪＲ総武線,浅草橋駅,5,94000,5000,94000,94000
パティオ秋葉原,東京都,千代田区,神田佐久間河岸,1,0,0,0,0,16,12,3,25,103000,186000,東京メトロ日比谷線,秋葉原駅,3,93000,10000,93000,93000
コンフォリア秋葉原EAST,東京都,千代田区,東神田２,1,0,0,0,0,7,12,6,25,124000,118000,ＪＲ山手線,秋葉原駅,8,118000,6000,118000,0
クレイシア神田淡路町,東京都,千代田区,神田司町２,1,0,0,0,0,6,12,5,30,124000,114000,東京メトロ丸ノ内線,淡路町駅,2,114000,10000,0,114000
東京メトロ半蔵門線九段下駅9階建築18年,東京都,千代田区,神田三崎町３,1,0,0,0,0,18,9,2,22,122500,112000,東京メトロ半蔵門線,九段下駅,5,112000,10500,0,112000
東京メトロ有楽町線麹町駅15階建築9年,東京都,千代田区,平河町１,1,0,0,0,0,9,15,4,25,144000,268000,東京メトロ有楽町線,麹町駅,2,134000,10000,134000,134000
ガラ・ステーション岩本町Ｎｏｒｔｈ,東京都,千代田区,岩本町３,1,0,0,0,0,18,12,2,22,94000,170000,ＪＲ山手線,秋葉原駅,5,85000,9000,85000,85000
東京メトロ丸ノ内線淡路町駅地下1地上13階建築5年,東京都,千代田区,神田須田町１,1,0,0,0,0,5,13,2,25,130000,240000,東京メトロ丸ノ内線,淡路町駅,3,120000,10000,120000,120000
ＪＲ山手線秋葉原駅12階建築18年,東京都,千代田区,岩本町３,1,0,0,0,0,18,12,12,23,98000,178000,ＪＲ山手線,秋葉原駅,5,89000,9000,89000,89000
ＪＲ中央線市ケ谷駅7階建新築,東京都,千代田区,三番町,1,1,0,1,0,0,7,5,46,230000,430000,ＪＲ中央線,市ケ谷駅,7,215000,15000,215000,215000
プラムハウス日本橋,東京都,千代田区,東神田１,1,0,0,0,0,20,10,2,23,92000,85000,都営新宿線,馬喰横山駅,3,85000,7000,85000,0
パレステュディオ麹町,東京都,千代田区,麹町１,1,0,0,0,0,19,13,3,22,105000,95500,東京メトロ半蔵門線,半蔵門駅,2,95500,9500,0,95500
スカイコート神田第2,東京都,千代田区,東神田２,1,0,0,0,0,18,12,6,22,96000,86000,都営新宿線,岩本町駅,5,86000,10000,0,86000
東京メトロ日比谷線秋葉原駅12階建築16年,東京都,千代田区,神田佐久間河岸,1,0,0,0,0,16,12,3,25,103000,186000,東京メトロ日比谷線,秋葉原駅,3,93000,10000,93000,93000
パークアクシス御茶ノ水ヒルトップ,東京都,千代田区,神田駿河台２,1,0,0,0,0,5,14,9,26,133000,246000,東京メトロ半蔵門線,神保町駅,11,123000,10000,123000,123000
東京メトロ有楽町線麹町駅15階建築17年,東京都,千代田区,二番町,1,0,0,0,0,17,15,13,36,175000,165000,東京メトロ有楽町線,麹町駅,1,165000,10000,165000,0
ステラ外神田,東京都,千代田区,外神田６,1,0,0,0,0,0,5,5,21,116000,0,東京メトロ銀座線,末広町駅,3,101000,15000,0,0
東京メトロ東西線飯田橋駅12階建築12年,東京都,千代田区,神田神保町３,1,0,0,0,0,12,12,3,25,130000,240000,東京メトロ東西線,飯田橋駅,12,120000,10000,120000,120000
パレステュディオ神田神保町,東京都,千代田区,神田神保町２,1,0,0,0,0,19,14,3,22,94500,172000,東京メトロ半蔵門線,神保町駅,1,86000,8500,86000,86000
東京メトロ南北線市ケ谷駅7階建築23年,東京都,千代田区,九段南３,1,0,0,0,0,23,7,4,22,93000,0,東京メトロ南北線,市ケ谷駅,5,87000,6000,0,0
グランスイートTOKYOマークス,東京都,千代田区,神田多町２,1,0,0,0,0,19,13,11,22,93000,83000,東京メトロ銀座線,神田駅,2,83000,10000,83000,0
東京メトロ銀座線神田駅地下1地上13階建築19年,東京都,千代田区,神田多町２,1,0,0,0,0,19,13,11,22,93000,83000,東京メトロ銀座線,神田駅,2,83000,10000,83000,0
ライオンズ千代田岩本町ミレス-KDA,東京都,千代田区,岩本町２,1,0,0,0,0,3,13,2,27,119000,109000,都営新宿線,岩本町駅,5,109000,10000,109000,0
東京メトロ銀座線神田駅9階建築4年,東京都,千代田区,神田須田町１,1,1,0,0,0,4,9,7,25,137000,0,東京メトロ銀座線,神田駅,1,125000,12000,0,0
神田宇田川ビル,東京都,千代田区,神田多町２,1,0,0,0,0,21,5,2,16,83000,78000,ＪＲ山手線,神田駅,3,78000,5000,78000,0
ＪＲ山手線秋葉原駅12階建築20年,東京都,千代田区,神田佐久間町３,1,0,0,0,0,20,12,6,22,103000,0,ＪＲ山手線,秋葉原駅,4,96000,7000,0,0
ヒューリックレジデンス新御茶ノ水,東京都,千代田区,神田駿河台３,1,0,0,0,0,5,14,6,25,130000,244000,東京メトロ千代田線,新御茶ノ水駅,1,122000,8000,122000,122000
ルネサンスコート秋葉原,東京都,千代田区,東神田１,1,1,0,1,1,2,13,4,47,231000,0,東京メトロ日比谷線,小伝馬町駅,5,221000,10000,0,0
